name,illumination,contrast,clarity,artifacts,field,quality,left,right,left_or_right,fundus_image_type,source
UWF-mosaic-48,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-49,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-50,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-51,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-52,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-53,1,0,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-54,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-55,1,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-56,1,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-57,1,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-58,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-59,0,0,1,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-60,0,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-61,1,0,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-62,1,0,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-63,1,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-64,0,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-65,1,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-66,0,1,1,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-67,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-68,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-69,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-70,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-71,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-72,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-73,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-74,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-75,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-76,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-77,0,1,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-78,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-79,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-80,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-81,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-82,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-83,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-84,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-85,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-86,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-87,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-88,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-89,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-90,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-91,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-92,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-93,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-94,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-95,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-96,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-97,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-98,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-99,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-100,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-101,1,1,0,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-102,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-103,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-104,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-105,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-106,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-107,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-108,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-109,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-110,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-111,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-112,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-113,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-114,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-115,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-116,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-117,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-118,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-119,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-120,0,0,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-121,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-122,0,1,1,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-123,1,1,0,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-124,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-125,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-126,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-127,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-128,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-129,1,1,0,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-130,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-131,0,0,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-132,0,0,0,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-133,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-134,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-135,0,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-136,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-137,1,1,0,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-138,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-139,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-140,1,1,0,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-141,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-142,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-143,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-144,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-145,1,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-146,1,0,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-147,1,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-148,1,1,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-149,1,1,0,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-150,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-151,1,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-152,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-153,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-154,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-155,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-156,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-157,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-158,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-159,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-160,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-161,1,0,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-162,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-163,1,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-164,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-165,0,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-166,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-167,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-168,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-169,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-170,0,1,0,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-171,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-172,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-173,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-174,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-175,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-176,1,1,0,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-177,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-178,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-179,0,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-180,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-181,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-182,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-183,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-184,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-185,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-186,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-187,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-188,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-189,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-190,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-191,0,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-192,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-193,1,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-194,1,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-195,1,0,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-196,1,0,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-197,1,0,1,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-198,1,0,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-199,1,0,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-200,1,0,1,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-201,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-202,0,0,1,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-203,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-204,1,0,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-205,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-206,0,0,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-207,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-208,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-209,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-210,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-211,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-212,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-213,1,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-214,0,1,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-215,0,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-216,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-217,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-218,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-219,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-220,0,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-221,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-222,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-223,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-224,1,1,0,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-225,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-226,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-227,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-228,1,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-229,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-230,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-231,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-232,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-233,0,1,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-234,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-235,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-236,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-237,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-238,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-239,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-240,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-241,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-242,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-243,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-244,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-245,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-246,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-247,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-248,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-249,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-250,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-251,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-252,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-253,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-254,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-255,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-256,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-257,0,1,1,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-258,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-259,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-260,0,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-261,0,1,0,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-262,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-263,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-264,0,1,1,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-265,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-266,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-267,1,1,0,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-268,0,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-269,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-270,0,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-271,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-272,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-273,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-274,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-275,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-276,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-277,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-278,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-279,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-280,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-281,1,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-282,0,1,0,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-283,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-284,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-285,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-286,0,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-287,0,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-288,0,1,1,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-289,0,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-290,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-291,1,1,0,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-292,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-293,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-294,1,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-295,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-296,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-297,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-298,1,1,0,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-299,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-300,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-301,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-302,0,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-303,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-304,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-305,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-306,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-307,1,1,0,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-308,1,0,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-309,1,1,0,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-310,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-311,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-312,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-313,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-314,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-315,1,1,0,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-316,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-317,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-318,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-319,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-320,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-321,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-322,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-323,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-324,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-325,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-326,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-327,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-328,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-329,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-330,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-331,0,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-332,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-333,1,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-334,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-335,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-336,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-337,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-338,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-339,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-340,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-341,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-342,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-343,1,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-344,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-345,0,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-346,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-347,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-348,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-349,0,1,0,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-350,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-351,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-352,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-353,0,1,1,0,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-354,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-355,1,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-356,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-357,0,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-358,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-359,1,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-360,0,1,1,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-361,1,0,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-362,1,1,0,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-363,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-364,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-365,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-366,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-367,0,1,0,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-368,0,1,0,0,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-369,0,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-370,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-371,0,0,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-372,0,1,0,0,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-373,0,1,0,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-374,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
UWF-mosaic-375,0,1,1,1,1,0,1,0,left,ultrawidefield,mshf
UWF-mosaic-376,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-377,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-378,1,1,1,0,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-379,0,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-380,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-381,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-382,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-383,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-384,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-385,1,1,1,1,1,1,0,1,right,ultrawidefield,mshf
UWF-mosaic-386,1,1,1,1,1,1,1,0,left,ultrawidefield,mshf
UWF-mosaic-387,0,1,0,1,1,0,0,1,right,ultrawidefield,mshf
